Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2019Q1,S08000019,S92000003,d,Colorectal,NA,48,NA,44,NA
2019Q1,S08000019,S92000003,d,Head & Neck,NA,16,NA,16,NA
2019Q1,S08000019,S92000003,d,Lung,NA,53,NA,53,NA
2019Q1,S08000019,S92000003,d,Lymphoma,NA,17,NA,17,NA
2019Q1,S08000019,S92000003,d,Melanoma,NA,18,NA,18,NA
2019Q1,S08000019,S92000003,d,Ovarian,NA,7,NA,7,NA
2019Q1,S08000019,S92000003,d,Upper GI,NA,38,NA,38,NA
2019Q1,S08000019,S92000003,d,Urological,NA,102,NA,99,NA
2019Q1,S08000020,S92000003,d,Breast,NA,104,NA,103,NA
2019Q1,S08000020,S92000003,d,Cervical,NA,11,NA,8,NA
2019Q1,S08000020,S92000003,d,Colorectal,NA,101,NA,91,NA
2019Q1,S08000020,S92000003,d,Head & Neck,NA,40,NA,39,NA
2019Q1,S08000020,S92000003,d,Lung,NA,96,NA,94,NA
2019Q1,S08000020,S92000003,d,Lymphoma,NA,36,NA,35,NA
2019Q1,S08000020,S92000003,d,Melanoma,NA,31,NA,31,NA
2019Q1,S08000020,S92000003,d,Ovarian,NA,9,NA,9,NA
2019Q1,S08000020,S92000003,d,Upper GI,NA,74,NA,74,NA
2019Q1,S08000020,S92000003,d,Urological,NA,159,NA,136,NA
2019Q1,S08000022,S92000003,d,Breast,NA,73,NA,69,NA
2019Q1,S08000022,S92000003,d,Cervical,NA,5,NA,5,NA
2019Q1,S08000022,S92000003,d,Colorectal,NA,53,NA,51,NA
2019Q1,S08000022,S92000003,d,Head & Neck,NA,14,NA,14,NA
2019Q1,S08000022,S92000003,d,Lung,NA,44,NA,44,NA
2019Q1,S08000022,S92000003,d,Lymphoma,NA,17,NA,17,NA
2019Q1,S08000022,S92000003,d,Melanoma,NA,16,NA,13,NA
2019Q1,S08000022,S92000003,d,Ovarian,NA,6,NA,6,NA
2019Q1,S08000022,S92000003,d,Upper GI,NA,41,NA,40,NA
2019Q1,S08000022,S92000003,d,Urological,NA,87,NA,73,NA
2019Q1,S08000024,S92000003,d,Breast,NA,218,NA,217,NA
2019Q1,S08000024,S92000003,d,Cervical,NA,13,NA,12,NA
2019Q1,S08000024,S92000003,d,Colorectal,NA,102,NA,91,NA
2019Q1,S08000024,S92000003,d,Head & Neck,NA,48,NA,47,NA
2019Q1,S08000024,S92000003,d,Lung,NA,175,NA,171,NA
2019Q1,S08000024,S92000003,d,Lymphoma,NA,30,NA,30,NA
2019Q1,S08000024,S92000003,d,Melanoma,NA,28,NA,27,NA
2019Q1,S08000024,S92000003,d,Ovarian,NA,11,NA,11,NA
2019Q1,S08000024,S92000003,d,Upper GI,NA,89,NA,87,NA
2019Q1,S08000024,S92000003,d,Urological,NA,183,NA,164,NA
2019Q1,S08000025,S92000003,d,Colorectal,NA,3,NA,3,NA
2019Q1,S08000025,S92000003,d,Lung,NA,3,NA,3,NA
2019Q1,S08000025,S92000003,d,Melanoma,NA,1,NA,1,NA
2019Q1,S08000025,S92000003,d,Ovarian,NA,2,NA,2,NA
2019Q1,S08000025,S92000003,d,Upper GI,NA,1,NA,1,NA
2019Q1,S08000025,S92000003,d,Urological,NA,2,NA,1,NA
2019Q1,S08000026,S92000003,d,Breast,NA,2,NA,2,NA
2019Q1,S08000026,S92000003,d,Cervical,NA,1,NA,1,NA
2019Q1,S08000026,S92000003,d,Colorectal,NA,3,NA,3,NA
2019Q1,S08000026,S92000003,d,Head & Neck,NA,1,NA,1,NA
2019Q1,S08000026,S92000003,d,Lung,NA,1,NA,1,NA
2019Q1,S08000026,S92000003,d,Lymphoma,NA,1,NA,1,NA
2019Q1,S08000026,S92000003,d,Melanoma,NA,2,NA,2,NA
2019Q1,S08000026,S92000003,d,Ovarian,NA,2,NA,2,NA
2019Q1,S08000026,S92000003,d,Upper GI,NA,3,NA,3,NA
2019Q1,S08000026,S92000003,d,Urological,NA,4,NA,3,NA
2019Q1,S08000028,S92000003,d,Cervical,NA,1,NA,1,NA
2019Q1,S08000028,S92000003,d,Colorectal,NA,8,NA,5,NA
2019Q1,S08000028,S92000003,d,Head & Neck,NA,1,NA,1,NA
2019Q1,S08000028,S92000003,d,Lung,NA,3,NA,3,NA
2019Q1,S08000028,S92000003,d,Lymphoma,NA,2,NA,2,NA
2019Q1,S08000028,S92000003,d,Melanoma,NA,1,NA,1,NA
2019Q1,S08000028,S92000003,d,Ovarian,NA,1,NA,1,NA
2019Q1,S08000028,S92000003,d,Upper GI,NA,5,NA,5,NA
2019Q1,S08000028,S92000003,d,Urological,NA,12,NA,10,NA
2019Q1,S08000029,S92000003,d,Breast,NA,59,NA,56,NA
2019Q1,S08000029,S92000003,d,Cervical,NA,3,NA,2,NA
2019Q1,S08000029,S92000003,d,Colorectal,NA,72,NA,70,NA
2019Q1,S08000029,S92000003,d,Head & Neck,NA,9,NA,8,NA
2019Q1,S08000029,S92000003,d,Lung,NA,73,NA,66,NA
2019Q1,S08000029,S92000003,d,Lymphoma,NA,17,NA,17,NA
2019Q1,S08000029,S92000003,d,Melanoma,NA,10,NA,10,NA
2019Q1,S08000029,S92000003,d,Ovarian,NA,5,NA,5,NA
2019Q1,S08000029,S92000003,d,Upper GI,NA,46,NA,46,NA
2019Q1,S08000029,S92000003,d,Urological,NA,119,NA,106,NA
2019Q1,S08000030,S92000003,d,Breast,NA,111,NA,96,NA
2019Q1,S08000030,S92000003,d,Cervical,NA,2,NA,2,NA
2019Q1,S08000030,S92000003,d,Colorectal,NA,62,NA,61,NA
2019Q1,S08000030,S92000003,d,Head & Neck,NA,14,NA,13,NA
2019Q1,S08000030,S92000003,d,Lung,NA,85,NA,76,NA
2019Q1,S08000030,S92000003,d,Lymphoma,NA,19,NA,19,NA
2019Q1,S08000030,S92000003,d,Melanoma,NA,25,NA,23,NA
2019Q1,S08000030,S92000003,d,Ovarian,NA,15,NA,14,NA
2019Q1,S08000030,S92000003,d,Upper GI,NA,46,NA,44,NA
2019Q1,S08000030,S92000003,d,Urological,NA,118,NA,101,NA
2019Q1,S08000031,S92000003,d,Breast,NA,417,NA,353,NA
2019Q1,S08000031,S92000003,d,Cervical,NA,17,NA,17,NA
2019Q1,S08000031,S92000003,d,Colorectal,NA,218,NA,212,NA
2019Q1,S08000031,S92000003,d,Head & Neck,NA,70,NA,70,NA
2019Q1,S08000031,S92000003,d,Lung,NA,293,NA,284,NA
2019Q1,S08000031,S92000003,d,Lymphoma,NA,73,NA,73,NA
2019Q1,S08000031,S92000003,d,Melanoma,NA,100,NA,100,NA
2019Q1,S08000031,S92000003,d,Ovarian,NA,33,NA,33,NA
2019Q1,S08000031,S92000003,d,Upper GI,NA,147,NA,144,NA
2019Q1,S08000031,S92000003,d,Urological,NA,356,NA,336,NA
2019Q1,S08000032,S92000003,d,Breast,NA,85,NA,81,NA
2019Q1,S08000032,S92000003,d,Cervical,NA,4,NA,4,NA
2019Q1,S08000032,S92000003,d,Colorectal,NA,83,NA,83,NA
2019Q1,S08000032,S92000003,d,Head & Neck,NA,37,NA,37,NA
2019Q1,S08000032,S92000003,d,Lung,NA,114,NA,114,NA
2019Q1,S08000032,S92000003,d,Lymphoma,NA,31,NA,31,NA
2019Q1,S08000032,S92000003,d,Melanoma,NA,36,NA,36,NA
2019Q1,S08000032,S92000003,d,Ovarian,NA,14,NA,14,NA
2019Q1,S08000032,S92000003,d,Upper GI,NA,60,NA,60,NA
2019Q1,S08000032,S92000003,d,Urological,NA,126,NA,123,NA
2019Q2,S08000015,S92000003,d,Breast,NA,107,NA,98,NA
2019Q2,S08000015,S92000003,d,Cervical,NA,5,NA,5,NA
2019Q2,S08000015,S92000003,d,Colorectal,NA,70,NA,69,NA
2019Q2,S08000015,S92000003,d,Head & Neck,NA,22,NA,22,NA
2019Q2,S08000015,S92000003,d,Lung,NA,70,NA,70,NA
2019Q2,S08000015,S92000003,d,Lymphoma,NA,5,NA,5,NA
2019Q2,S08000015,S92000003,d,Melanoma,NA,26,NA,25,NA
2019Q2,S08000015,S92000003,d,Ovarian,NA,11,NA,11,NA
2019Q2,S08000015,S92000003,d,Upper GI,NA,47,NA,45,NA
2019Q2,S08000015,S92000003,d,Urological,NA,95,NA,95,NA
2019Q2,S08000016,S92000003,d,Breast,NA,14,NA,14,NA
2019Q2,S08000016,S92000003,d,Cervical,NA,3,NA,3,NA
2019Q2,S08000016,S92000003,d,Colorectal,NA,19,NA,19,NA
2019Q2,S08000016,S92000003,d,Head & Neck,NA,7,NA,7,NA
2019Q2,S08000016,S92000003,d,Lung,NA,19,NA,19,NA
2019Q2,S08000016,S92000003,d,Lymphoma,NA,4,NA,4,NA
2019Q2,S08000016,S92000003,d,Melanoma,NA,4,NA,4,NA
2019Q2,S08000016,S92000003,d,Ovarian,NA,5,NA,5,NA
2019Q2,S08000016,S92000003,d,Upper GI,NA,17,NA,17,NA
2019Q2,S08000016,S92000003,d,Urological,NA,20,NA,20,NA
2019Q2,S08000017,S92000003,d,Breast,NA,24,NA,24,NA
2019Q2,S08000017,S92000003,d,Cervical,NA,5,NA,5,NA
2019Q2,S08000017,S92000003,d,Colorectal,NA,31,NA,31,NA
2019Q2,S08000017,S92000003,d,Head & Neck,NA,12,NA,12,NA
2019Q2,S08000017,S92000003,d,Lung,NA,25,NA,24,NA
2019Q2,S08000017,S92000003,d,Lymphoma,NA,15,NA,15,NA
2019Q2,S08000017,S92000003,d,Melanoma,NA,8,NA,8,NA
2019Q2,S08000017,S92000003,d,Ovarian,NA,8,NA,8,NA
2019Q2,S08000017,S92000003,d,Upper GI,NA,29,NA,29,NA
2019Q2,S08000017,S92000003,d,Urological,NA,47,NA,42,NA
2019Q2,S08000019,S92000003,d,Breast,NA,54,NA,54,NA
2019Q2,S08000019,S92000003,d,Cervical,NA,4,NA,4,NA
2019Q2,S08000019,S92000003,d,Colorectal,NA,48,NA,43,NA
2019Q2,S08000019,S92000003,d,Head & Neck,NA,18,NA,18,NA
2019Q2,S08000019,S92000003,d,Lung,NA,57,NA,57,NA
2019Q2,S08000019,S92000003,d,Lymphoma,NA,13,NA,13,NA
2019Q2,S08000019,S92000003,d,Melanoma,NA,12,NA,11,NA
2019Q2,S08000019,S92000003,d,Ovarian,NA,4,NA,4,NA
2019Q2,S08000019,S92000003,d,Upper GI,NA,43,NA,42,NA
2019Q2,S08000019,S92000003,d,Urological,NA,93,NA,85,NA
2019Q2,S08000020,S92000003,d,Breast,NA,139,NA,137,NA
2019Q2,S08000020,S92000003,d,Cervical,NA,6,NA,5,NA
2019Q2,S08000020,S92000003,d,Colorectal,NA,92,NA,91,NA
2019Q2,S08000020,S92000003,d,Head & Neck,NA,25,NA,25,NA
2019Q2,S08000020,S92000003,d,Lung,NA,118,NA,110,NA
2019Q2,S08000020,S92000003,d,Lymphoma,NA,33,NA,32,NA
2019Q2,S08000020,S92000003,d,Melanoma,NA,38,NA,37,NA
2019Q2,S08000020,S92000003,d,Ovarian,NA,8,NA,8,NA
2019Q2,S08000020,S92000003,d,Upper GI,NA,82,NA,81,NA
2019Q2,S08000020,S92000003,d,Urological,NA,200,NA,171,NA
2019Q2,S08000022,S92000003,d,Breast,NA,78,NA,76,NA
2019Q2,S08000022,S92000003,d,Cervical,NA,5,NA,5,NA
2019Q2,S08000022,S92000003,d,Colorectal,NA,67,NA,59,NA
2019Q2,S08000022,S92000003,d,Head & Neck,NA,5,NA,5,NA
2019Q2,S08000022,S92000003,d,Lung,NA,52,NA,52,NA
2019Q2,S08000022,S92000003,d,Lymphoma,NA,17,NA,17,NA
2019Q2,S08000022,S92000003,d,Melanoma,NA,18,NA,14,NA
2019Q2,S08000022,S92000003,d,Ovarian,NA,5,NA,5,NA
2019Q2,S08000022,S92000003,d,Upper GI,NA,31,NA,31,NA
2019Q2,S08000022,S92000003,d,Urological,NA,80,NA,78,NA
2019Q2,S08000024,S92000003,d,Breast,NA,237,NA,221,NA
2019Q2,S08000024,S92000003,d,Cervical,NA,10,NA,9,NA
2019Q2,S08000024,S92000003,d,Colorectal,NA,107,NA,84,NA
2019Q2,S08000024,S92000003,d,Head & Neck,NA,55,NA,55,NA
2019Q2,S08000024,S92000003,d,Lung,NA,155,NA,151,NA
2019Q2,S08000024,S92000003,d,Lymphoma,NA,25,NA,25,NA
2019Q2,S08000024,S92000003,d,Melanoma,NA,59,NA,58,NA
2019Q2,S08000024,S92000003,d,Ovarian,NA,18,NA,17,NA
2019Q2,S08000024,S92000003,d,Upper GI,NA,108,NA,106,NA
2019Q2,S08000024,S92000003,d,Urological,NA,195,NA,177,NA
2019Q2,S08000025,S92000003,d,Colorectal,NA,4,NA,4,NA
2019Q2,S08000025,S92000003,d,Lung,NA,3,NA,2,NA
2019Q2,S08000025,S92000003,d,Lymphoma,NA,1,NA,1,NA
2019Q2,S08000025,S92000003,d,Melanoma,NA,1,NA,1,NA
2019Q2,S08000025,S92000003,d,Ovarian,NA,1,NA,1,NA
2019Q2,S08000025,S92000003,d,Upper GI,NA,1,NA,1,NA
2019Q2,S08000025,S92000003,d,Urological,NA,2,NA,2,NA
2019Q2,S08000026,S92000003,d,Breast,NA,2,NA,2,NA
2019Q2,S08000026,S92000003,d,Colorectal,NA,3,NA,3,NA
2019Q2,S08000026,S92000003,d,Lung,NA,2,NA,2,NA
2019Q2,S08000026,S92000003,d,Lymphoma,NA,1,NA,1,NA
2019Q2,S08000026,S92000003,d,Upper GI,NA,2,NA,2,NA
2019Q2,S08000026,S92000003,d,Urological,NA,14,NA,13,NA
2019Q2,S08000028,S92000003,d,Colorectal,NA,9,NA,9,NA
2019Q2,S08000028,S92000003,d,Head & Neck,NA,2,NA,2,NA
2019Q2,S08000028,S92000003,d,Lung,NA,2,NA,2,NA
2019Q2,S08000028,S92000003,d,Melanoma,NA,1,NA,1,NA
2019Q2,S08000028,S92000003,d,Ovarian,NA,1,NA,1,NA
2019Q2,S08000028,S92000003,d,Upper GI,NA,6,NA,6,NA
2019Q2,S08000028,S92000003,d,Urological,NA,8,NA,7,NA
2019Q2,S08000029,S92000003,d,Breast,NA,51,NA,46,NA
2019Q2,S08000029,S92000003,d,Cervical,NA,6,NA,6,NA
2019Q2,S08000029,S92000003,d,Colorectal,NA,65,NA,64,NA
2019Q2,S08000029,S92000003,d,Head & Neck,NA,15,NA,15,NA
2019Q2,S08000029,S92000003,d,Lung,NA,92,NA,90,NA
2019Q2,S08000029,S92000003,d,Lymphoma,NA,21,NA,21,NA
2019Q2,S08000029,S92000003,d,Melanoma,NA,15,NA,15,NA
2019Q2,S08000029,S92000003,d,Ovarian,NA,8,NA,7,NA
2019Q2,S08000029,S92000003,d,Upper GI,NA,42,NA,42,NA
2019Q2,S08000029,S92000003,d,Urological,NA,100,NA,83,NA
2019Q2,S08000030,S92000003,d,Breast,NA,101,NA,93,NA
2019Q2,S08000030,S92000003,d,Cervical,NA,7,NA,6,NA
2019Q2,S08000030,S92000003,d,Colorectal,NA,73,NA,73,NA
2019Q2,S08000030,S92000003,d,Head & Neck,NA,20,NA,20,NA
2019Q2,S08000030,S92000003,d,Lung,NA,82,NA,73,NA
2019Q2,S08000030,S92000003,d,Lymphoma,NA,29,NA,28,NA
2019Q2,S08000030,S92000003,d,Melanoma,NA,30,NA,29,NA
2019Q2,S08000030,S92000003,d,Ovarian,NA,6,NA,6,NA
2019Q2,S08000030,S92000003,d,Upper GI,NA,50,NA,50,NA
2019Q2,S08000030,S92000003,d,Urological,NA,110,NA,106,NA
2019Q2,S08000031,S92000003,d,Breast,NA,420,NA,371,NA
2019Q2,S08000031,S92000003,d,Cervical,NA,15,NA,15,NA
2019Q2,S08000031,S92000003,d,Colorectal,NA,197,NA,183,NA
2019Q2,S08000031,S92000003,d,Head & Neck,NA,84,NA,83,NA
2019Q2,S08000031,S92000003,d,Lung,NA,361,NA,343,NA
2019Q2,S08000031,S92000003,d,Lymphoma,NA,72,NA,72,NA
2019Q2,S08000031,S92000003,d,Melanoma,NA,87,NA,86,NA
2019Q2,S08000031,S92000003,d,Ovarian,NA,42,NA,39,NA
2019Q2,S08000031,S92000003,d,Upper GI,NA,148,NA,144,NA
2019Q2,S08000031,S92000003,d,Urological,NA,352,NA,327,NA
2019Q2,S08000032,S92000003,d,Breast,NA,89,NA,89,NA
2019Q2,S08000032,S92000003,d,Cervical,NA,7,NA,7,NA
2019Q2,S08000032,S92000003,d,Colorectal,NA,90,NA,84,NA
2019Q2,S08000032,S92000003,d,Head & Neck,NA,40,NA,40,NA
2019Q2,S08000032,S92000003,d,Lung,NA,135,NA,133,NA
2019Q2,S08000032,S92000003,d,Lymphoma,NA,23,NA,23,NA
2019Q2,S08000032,S92000003,d,Melanoma,NA,42,NA,41,NA
2019Q2,S08000032,S92000003,d,Ovarian,NA,17,NA,16,NA
2019Q2,S08000032,S92000003,d,Upper GI,NA,55,NA,54,NA
2019Q2,S08000032,S92000003,d,Urological,NA,129,NA,120,NA
2019Q3,S08000015,S92000003,d,Breast,NA,118,NA,112,NA
2019Q3,S08000015,S92000003,d,Cervical,NA,3,NA,3,NA
2019Q3,S08000015,S92000003,d,Colorectal,NA,70,NA,69,NA
2019Q3,S08000015,S92000003,d,Head & Neck,NA,24,NA,24,NA
2019Q3,S08000015,S92000003,d,Lung,NA,75,NA,75,NA
2019Q3,S08000015,S92000003,d,Lymphoma,NA,12,NA,12,NA
2019Q3,S08000015,S92000003,d,Melanoma,NA,16,NA,16,NA
2019Q3,S08000015,S92000003,d,Ovarian,NA,6,NA,6,NA
2019Q3,S08000015,S92000003,d,Upper GI,NA,49,NA,49,NA
2019Q3,S08000015,S92000003,d,Urological,NA,75,NA,75,NA
2019Q3,S08000016,S92000003,d,Breast,NA,16,NA,16,NA
2019Q3,S08000016,S92000003,d,Cervical,NA,1,NA,1,NA
2019Q3,S08000016,S92000003,d,Colorectal,NA,17,NA,17,NA
2019Q3,S08000016,S92000003,d,Head & Neck,NA,5,NA,5,NA
2019Q3,S08000016,S92000003,d,Lung,NA,32,NA,32,NA
2019Q3,S08000016,S92000003,d,Lymphoma,NA,8,NA,8,NA
2019Q3,S08000016,S92000003,d,Melanoma,NA,8,NA,8,NA
2019Q3,S08000016,S92000003,d,Ovarian,NA,4,NA,4,NA
2019Q3,S08000016,S92000003,d,Upper GI,NA,25,NA,25,NA
2019Q3,S08000016,S92000003,d,Urological,NA,26,NA,24,NA
2019Q3,S08000017,S92000003,d,Breast,NA,27,NA,27,NA
2019Q3,S08000017,S92000003,d,Cervical,NA,3,NA,3,NA
2019Q3,S08000017,S92000003,d,Colorectal,NA,27,NA,26,NA
2019Q3,S08000017,S92000003,d,Head & Neck,NA,10,NA,10,NA
2019Q3,S08000017,S92000003,d,Lung,NA,37,NA,37,NA
2019Q3,S08000017,S92000003,d,Lymphoma,NA,10,NA,10,NA
2019Q3,S08000017,S92000003,d,Melanoma,NA,6,NA,6,NA
2019Q3,S08000017,S92000003,d,Ovarian,NA,4,NA,4,NA
2019Q3,S08000017,S92000003,d,Upper GI,NA,32,NA,32,NA
2019Q3,S08000017,S92000003,d,Urological,NA,49,NA,43,NA
2019Q3,S08000019,S92000003,d,Breast,NA,52,NA,52,NA
2019Q3,S08000019,S92000003,d,Cervical,NA,2,NA,2,NA
2019Q3,S08000019,S92000003,d,Colorectal,NA,44,NA,43,NA
2019Q3,S08000019,S92000003,d,Head & Neck,NA,13,NA,13,NA
2019Q3,S08000019,S92000003,d,Lung,NA,69,NA,68,NA
2019Q3,S08000019,S92000003,d,Lymphoma,NA,16,NA,16,NA
2019Q3,S08000019,S92000003,d,Melanoma,NA,16,NA,15,NA
2019Q3,S08000019,S92000003,d,Ovarian,NA,3,NA,3,NA
2019Q3,S08000019,S92000003,d,Upper GI,NA,31,NA,30,NA
2019Q3,S08000019,S92000003,d,Urological,NA,106,NA,100,NA
2019Q3,S08000020,S92000003,d,Breast,NA,126,NA,123,NA
2019Q3,S08000020,S92000003,d,Cervical,NA,7,NA,7,NA
2019Q3,S08000020,S92000003,d,Colorectal,NA,99,NA,96,NA
2019Q3,S08000020,S92000003,d,Head & Neck,NA,24,NA,23,NA
2019Q3,S08000020,S92000003,d,Lung,NA,125,NA,122,NA
2019Q3,S08000020,S92000003,d,Lymphoma,NA,42,NA,42,NA
2019Q3,S08000020,S92000003,d,Melanoma,NA,39,NA,38,NA
2019Q3,S08000020,S92000003,d,Ovarian,NA,16,NA,16,NA
2019Q3,S08000020,S92000003,d,Upper GI,NA,86,NA,85,NA
2019Q3,S08000020,S92000003,d,Urological,NA,203,NA,176,NA
2019Q3,S08000022,S92000003,d,Breast,NA,80,NA,79,NA
2019Q3,S08000022,S92000003,d,Cervical,NA,3,NA,3,NA
2019Q3,S08000022,S92000003,d,Colorectal,NA,57,NA,51,NA
2019Q3,S08000022,S92000003,d,Head & Neck,NA,17,NA,17,NA
2019Q3,S08000022,S92000003,d,Lung,NA,58,NA,58,NA
2019Q3,S08000022,S92000003,d,Lymphoma,NA,19,NA,18,NA
2019Q3,S08000022,S92000003,d,Melanoma,NA,19,NA,19,NA
2019Q3,S08000022,S92000003,d,Ovarian,NA,4,NA,4,NA
2019Q3,S08000022,S92000003,d,Upper GI,NA,49,NA,48,NA
2019Q3,S08000022,S92000003,d,Urological,NA,75,NA,69,NA
2019Q3,S08000024,S92000003,d,Breast,NA,226,NA,224,NA
2019Q3,S08000024,S92000003,d,Cervical,NA,14,NA,14,NA
2019Q3,S08000024,S92000003,d,Colorectal,NA,116,NA,93,NA
2019Q3,S08000024,S92000003,d,Head & Neck,NA,53,NA,51,NA
2019Q3,S08000024,S92000003,d,Lung,NA,159,NA,154,NA
2019Q3,S08000024,S92000003,d,Lymphoma,NA,31,NA,31,NA
2019Q3,S08000024,S92000003,d,Melanoma,NA,86,NA,85,NA
2019Q3,S08000024,S92000003,d,Ovarian,NA,16,NA,16,NA
2019Q3,S08000024,S92000003,d,Upper GI,NA,97,NA,97,NA
2019Q3,S08000024,S92000003,d,Urological,NA,180,NA,161,NA
2019Q3,S08000025,S92000003,d,Colorectal,NA,2,NA,2,NA
2019Q3,S08000025,S92000003,d,Lung,NA,2,NA,2,NA
2019Q3,S08000025,S92000003,d,Ovarian,NA,1,NA,1,NA
2019Q3,S08000025,S92000003,d,Urological,NA,2,NA,2,NA
2019Q3,S08000026,S92000003,d,Breast,NA,1,NA,1,NA
2019Q3,S08000026,S92000003,d,Colorectal,NA,6,NA,6,NA
2019Q3,S08000026,S92000003,d,Lung,NA,2,NA,2,NA
2019Q3,S08000026,S92000003,d,Lymphoma,NA,1,NA,1,NA
2019Q3,S08000026,S92000003,d,Ovarian,NA,2,NA,2,NA
2019Q3,S08000026,S92000003,d,Upper GI,NA,6,NA,6,NA
2019Q3,S08000026,S92000003,d,Urological,NA,5,NA,4,NA
2019Q3,S08000028,S92000003,d,Colorectal,NA,11,NA,10,NA
2019Q3,S08000028,S92000003,d,Head & Neck,NA,2,NA,1,NA
2019Q3,S08000028,S92000003,d,Lung,NA,10,NA,10,NA
2019Q3,S08000028,S92000003,d,Lymphoma,NA,1,NA,1,NA
2019Q3,S08000028,S92000003,d,Melanoma,NA,3,NA,3,NA
2019Q3,S08000028,S92000003,d,Ovarian,NA,1,NA,1,NA
2019Q3,S08000028,S92000003,d,Upper GI,NA,5,NA,4,NA
2019Q3,S08000028,S92000003,d,Urological,NA,8,NA,7,NA
2019Q3,S08000029,S92000003,d,Breast,NA,37,NA,33,NA
2019Q3,S08000029,S92000003,d,Cervical,NA,3,NA,3,NA
2019Q3,S08000029,S92000003,d,Colorectal,NA,64,NA,64,NA
2019Q3,S08000029,S92000003,d,Head & Neck,NA,17,NA,17,NA
2019Q3,S08000029,S92000003,d,Lung,NA,97,NA,93,NA
2019Q3,S08000029,S92000003,d,Lymphoma,NA,14,NA,14,NA
2019Q3,S08000029,S92000003,d,Melanoma,NA,14,NA,14,NA
2019Q3,S08000029,S92000003,d,Ovarian,NA,4,NA,4,NA
2019Q3,S08000029,S92000003,d,Upper GI,NA,52,NA,52,NA
2019Q3,S08000029,S92000003,d,Urological,NA,119,NA,111,NA
2019Q3,S08000030,S92000003,d,Breast,NA,110,NA,106,NA
2019Q3,S08000030,S92000003,d,Cervical,NA,10,NA,10,NA
2019Q3,S08000030,S92000003,d,Colorectal,NA,66,NA,66,NA
2019Q3,S08000030,S92000003,d,Head & Neck,NA,19,NA,18,NA
2019Q3,S08000030,S92000003,d,Lung,NA,82,NA,79,NA
2019Q3,S08000030,S92000003,d,Lymphoma,NA,23,NA,23,NA
2019Q3,S08000030,S92000003,d,Melanoma,NA,7,NA,6,NA
2019Q3,S08000030,S92000003,d,Ovarian,NA,3,NA,3,NA
2019Q3,S08000030,S92000003,d,Upper GI,NA,63,NA,63,NA
2019Q3,S08000030,S92000003,d,Urological,NA,115,NA,113,NA
2019Q3,S08000031,S92000003,d,Breast,NA,353,NA,318,NA
2019Q3,S08000031,S92000003,d,Cervical,NA,22,NA,22,NA
2019Q3,S08000031,S92000003,d,Colorectal,NA,201,NA,181,NA
2019Q3,S08000031,S92000003,d,Head & Neck,NA,84,NA,80,NA
2019Q3,S08000031,S92000003,d,Lung,NA,350,NA,338,NA
2019Q3,S08000031,S92000003,d,Lymphoma,NA,78,NA,78,NA
2019Q3,S08000031,S92000003,d,Melanoma,NA,110,NA,109,NA
2019Q3,S08000031,S92000003,d,Ovarian,NA,34,NA,34,NA
2019Q3,S08000031,S92000003,d,Upper GI,NA,158,NA,156,NA
2019Q3,S08000031,S92000003,d,Urological,NA,323,NA,301,NA
2019Q3,S08000032,S92000003,d,Breast,NA,84,NA,82,NA
2019Q3,S08000032,S92000003,d,Cervical,NA,7,NA,7,NA
2019Q3,S08000032,S92000003,d,Colorectal,NA,80,NA,78,NA
2019Q3,S08000032,S92000003,d,Head & Neck,NA,26,NA,26,NA
2019Q3,S08000032,S92000003,d,Lung,NA,123,NA,121,NA
2019Q3,S08000032,S92000003,d,Lymphoma,NA,29,NA,29,NA
2019Q3,S08000032,S92000003,d,Melanoma,NA,51,NA,50,NA
2019Q3,S08000032,S92000003,d,Ovarian,NA,9,NA,9,NA
2019Q3,S08000032,S92000003,d,Upper GI,NA,49,NA,48,NA
2019Q3,S08000032,S92000003,d,Urological,NA,96,NA,91,NA
2019Q4,S08000015,S92000003,d,Breast,NA,95,NA,88,NA
2019Q4,S08000015,S92000003,d,Cervical,NA,9,NA,7,NA
2019Q4,S08000015,S92000003,d,Colorectal,NA,50,NA,49,NA
2019Q4,S08000015,S92000003,d,Head & Neck,NA,19,NA,19,NA
2019Q4,S08000015,S92000003,d,Lung,NA,58,NA,58,NA
2019Q4,S08000015,S92000003,d,Lymphoma,NA,11,NA,11,NA
2019Q4,S08000015,S92000003,d,Melanoma,NA,29,NA,29,NA
2019Q4,S08000015,S92000003,d,Ovarian,NA,9,NA,9,NA
2019Q4,S08000015,S92000003,d,Upper GI,NA,47,NA,46,NA
2019Q4,S08000015,S92000003,d,Urological,NA,67,NA,66,NA
2019Q4,S08000016,S92000003,d,Breast,NA,17,NA,17,NA
2019Q4,S08000016,S92000003,d,Colorectal,NA,23,NA,22,NA
2019Q4,S08000016,S92000003,d,Head & Neck,NA,6,NA,6,NA
2019Q4,S08000016,S92000003,d,Lung,NA,20,NA,20,NA
2019Q4,S08000016,S92000003,d,Lymphoma,NA,9,NA,9,NA
2019Q4,S08000016,S92000003,d,Melanoma,NA,5,NA,5,NA
2019Q4,S08000016,S92000003,d,Ovarian,NA,1,NA,1,NA
2019Q4,S08000016,S92000003,d,Upper GI,NA,10,NA,10,NA
