Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2014Q4,S92000003,d,S08000032,Ovarian,NA,3,NA,3,NA
2014Q4,S92000003,d,S08000032,Upper GI,NA,20,NA,19,NA
2014Q4,S92000003,d,S08000032,Urological,NA,38,NA,35,NA
2014Q4,S92000003,d,SB0801,Lung,NA,28,NA,25,NA
2015Q1,S92000003,d,S08000015,Breast,NA,87,NA,85,NA
2015Q1,S92000003,d,S08000015,Cervical,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000015,Colorectal,NA,29,NA,29,NA
2015Q1,S92000003,d,S08000015,Head & Neck,NA,4,NA,3,NA
2015Q1,S92000003,d,S08000015,Lung,NA,41,NA,41,NA
2015Q1,S92000003,d,S08000015,Lymphoma,NA,8,NA,5,NA
2015Q1,S92000003,d,S08000015,Melanoma,NA,6,NA,6,NA
2015Q1,S92000003,d,S08000015,Ovarian,NA,3,NA,3,NA
2015Q1,S92000003,d,S08000015,Upper GI,NA,26,NA,25,NA
2015Q1,S92000003,d,S08000015,Urological,NA,34,NA,28,NA
2015Q1,S92000003,d,S08000016,Breast,NA,13,NA,13,NA
2015Q1,S92000003,d,S08000016,Colorectal,NA,16,NA,14,NA
2015Q1,S92000003,d,S08000016,Lung,NA,4,NA,4,NA
2015Q1,S92000003,d,S08000016,Lymphoma,NA,3,NA,3,NA
2015Q1,S92000003,d,S08000016,Melanoma,NA,2,NA,2,NA
2015Q1,S92000003,d,S08000016,Ovarian,NA,2,NA,2,NA
2015Q1,S92000003,d,S08000016,Upper GI,NA,6,NA,6,NA
2015Q1,S92000003,d,S08000016,Urological,NA,13,NA,13,NA
2015Q1,S92000003,d,S08000017,Breast,NA,14,NA,14,NA
2015Q1,S92000003,d,S08000017,Colorectal,NA,19,NA,19,NA
2015Q1,S92000003,d,S08000017,Head & Neck,NA,2,NA,2,NA
2015Q1,S92000003,d,S08000017,Lung,NA,20,NA,20,NA
2015Q1,S92000003,d,S08000017,Lymphoma,NA,4,NA,4,NA
2015Q1,S92000003,d,S08000017,Melanoma,NA,3,NA,3,NA
2015Q1,S92000003,d,S08000017,Ovarian,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000017,Upper GI,NA,5,NA,5,NA
2015Q1,S92000003,d,S08000017,Urological,NA,9,NA,9,NA
2015Q1,S92000003,d,S08000019,Breast,NA,29,NA,29,NA
2015Q1,S92000003,d,S08000019,Cervical,NA,4,NA,4,NA
2015Q1,S92000003,d,S08000019,Colorectal,NA,22,NA,19,NA
2015Q1,S92000003,d,S08000019,Lung,NA,21,NA,21,NA
2015Q1,S92000003,d,S08000019,Lymphoma,NA,8,NA,8,NA
2015Q1,S92000003,d,S08000019,Melanoma,NA,12,NA,9,NA
2015Q1,S92000003,d,S08000019,Upper GI,NA,20,NA,20,NA
2015Q1,S92000003,d,S08000019,Urological,NA,40,NA,36,NA
2015Q1,S92000003,d,S08000020,Breast,NA,41,NA,41,NA
2015Q1,S92000003,d,S08000020,Cervical,NA,2,NA,2,NA
2015Q1,S92000003,d,S08000020,Colorectal,NA,53,NA,39,NA
2015Q1,S92000003,d,S08000020,Head & Neck,NA,11,NA,9,NA
2015Q1,S92000003,d,S08000020,Lung,NA,57,NA,51,NA
2015Q1,S92000003,d,S08000020,Lymphoma,NA,19,NA,14,NA
2015Q1,S92000003,d,S08000020,Melanoma,NA,10,NA,9,NA
2015Q1,S92000003,d,S08000020,Ovarian,NA,5,NA,5,NA
2015Q1,S92000003,d,S08000020,Upper GI,NA,51,NA,48,NA
2015Q1,S92000003,d,S08000020,Urological,NA,69,NA,54,NA
2015Q1,S92000003,d,S08000022,Breast,NA,55,NA,55,NA
2015Q1,S92000003,d,S08000022,Cervical,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000022,Colorectal,NA,28,NA,24,NA
2015Q1,S92000003,d,S08000022,Head & Neck,NA,7,NA,7,NA
2015Q1,S92000003,d,S08000022,Lung,NA,23,NA,23,NA
2015Q1,S92000003,d,S08000022,Lymphoma,NA,3,NA,2,NA
2015Q1,S92000003,d,S08000022,Melanoma,NA,8,NA,8,NA
2015Q1,S92000003,d,S08000022,Ovarian,NA,7,NA,7,NA
2015Q1,S92000003,d,S08000022,Upper GI,NA,19,NA,18,NA
2015Q1,S92000003,d,S08000022,Urological,NA,28,NA,24,NA
2015Q1,S92000003,d,S08000024,Breast,NA,182,NA,182,NA
2015Q1,S92000003,d,S08000024,Cervical,NA,18,NA,17,NA
2015Q1,S92000003,d,S08000024,Colorectal,NA,64,NA,55,NA
2015Q1,S92000003,d,S08000024,Head & Neck,NA,19,NA,19,NA
2015Q1,S92000003,d,S08000024,Lung,NA,84,NA,75,NA
2015Q1,S92000003,d,S08000024,Lymphoma,NA,14,NA,13,NA
2015Q1,S92000003,d,S08000024,Melanoma,NA,13,NA,13,NA
2015Q1,S92000003,d,S08000024,Ovarian,NA,6,NA,6,NA
2015Q1,S92000003,d,S08000024,Upper GI,NA,41,NA,37,NA
2015Q1,S92000003,d,S08000024,Urological,NA,74,NA,59,NA
2015Q1,S92000003,d,S08000025,Breast,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000025,Colorectal,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000025,Lung,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000025,Melanoma,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000026,Breast,NA,3,NA,3,NA
2015Q1,S92000003,d,S08000026,Colorectal,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000026,Head & Neck,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000026,Upper GI,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000026,Urological,NA,3,NA,2,NA
2015Q1,S92000003,d,S08000028,Breast,NA,2,NA,2,NA
2015Q1,S92000003,d,S08000028,Colorectal,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000028,Lung,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000029,Breast,NA,24,NA,23,NA
2015Q1,S92000003,d,S08000029,Colorectal,NA,29,NA,29,NA
2015Q1,S92000003,d,S08000029,Head & Neck,NA,2,NA,2,NA
2015Q1,S92000003,d,S08000029,Lung,NA,34,NA,31,NA
2015Q1,S92000003,d,S08000029,Lymphoma,NA,6,NA,6,NA
2015Q1,S92000003,d,S08000029,Melanoma,NA,6,NA,6,NA
2015Q1,S92000003,d,S08000029,Ovarian,NA,4,NA,4,NA
2015Q1,S92000003,d,S08000029,Upper GI,NA,16,NA,16,NA
2015Q1,S92000003,d,S08000029,Urological,NA,36,NA,28,NA
2015Q1,S92000003,d,S08000030,Breast,NA,51,NA,51,NA
2015Q1,S92000003,d,S08000030,Cervical,NA,3,NA,3,NA
2015Q1,S92000003,d,S08000030,Colorectal,NA,37,NA,27,NA
2015Q1,S92000003,d,S08000030,Head & Neck,NA,3,NA,3,NA
2015Q1,S92000003,d,S08000030,Lung,NA,37,NA,36,NA
2015Q1,S92000003,d,S08000030,Lymphoma,NA,1,NA,1,NA
2015Q1,S92000003,d,S08000030,Melanoma,NA,14,NA,12,NA
2015Q1,S92000003,d,S08000030,Ovarian,NA,3,NA,3,NA
2015Q1,S92000003,d,S08000030,Upper GI,NA,27,NA,27,NA
2015Q1,S92000003,d,S08000030,Urological,NA,17,NA,14,NA
2015Q1,S92000003,d,S08000031,Breast,NA,242,NA,239,NA
2015Q1,S92000003,d,S08000031,Cervical,NA,15,NA,12,NA
2015Q1,S92000003,d,S08000031,Colorectal,NA,96,NA,85,NA
2015Q1,S92000003,d,S08000031,Head & Neck,NA,54,NA,47,NA
2015Q1,S92000003,d,S08000031,Lung,NA,166,NA,155,NA
2015Q1,S92000003,d,S08000031,Lymphoma,NA,32,NA,31,NA
2015Q1,S92000003,d,S08000031,Melanoma,NA,27,NA,27,NA
2015Q1,S92000003,d,S08000031,Ovarian,NA,27,NA,24,NA
2015Q1,S92000003,d,S08000031,Upper GI,NA,78,NA,65,NA
2015Q1,S92000003,d,S08000031,Urological,NA,120,NA,92,NA
2015Q1,S92000003,d,S08000032,Breast,NA,64,NA,63,NA
2015Q1,S92000003,d,S08000032,Cervical,NA,2,NA,2,NA
2015Q1,S92000003,d,S08000032,Colorectal,NA,40,NA,39,NA
2015Q1,S92000003,d,S08000032,Head & Neck,NA,7,NA,7,NA
2015Q1,S92000003,d,S08000032,Lung,NA,28,NA,28,NA
2015Q1,S92000003,d,S08000032,Lymphoma,NA,12,NA,12,NA
2015Q1,S92000003,d,S08000032,Melanoma,NA,11,NA,11,NA
2015Q1,S92000003,d,S08000032,Upper GI,NA,16,NA,16,NA
2015Q1,S92000003,d,S08000032,Urological,NA,33,NA,31,NA
2015Q1,S92000003,d,SB0801,Lung,NA,49,NA,38,NA
2015Q1,S92000003,d,SB0801,Upper GI,NA,1,NA,0,NA
2015Q2,S92000003,d,S08000015,Breast,NA,80,NA,78,NA
2015Q2,S92000003,d,S08000015,Cervical,NA,3,NA,2,NA
2015Q2,S92000003,d,S08000015,Colorectal,NA,35,NA,32,NA
2015Q2,S92000003,d,S08000015,Head & Neck,NA,14,NA,14,NA
2015Q2,S92000003,d,S08000015,Lung,NA,40,NA,40,NA
2015Q2,S92000003,d,S08000015,Lymphoma,NA,5,NA,5,NA
2015Q2,S92000003,d,S08000015,Melanoma,NA,8,NA,8,NA
2015Q2,S92000003,d,S08000015,Ovarian,NA,4,NA,3,NA
2015Q2,S92000003,d,S08000015,Upper GI,NA,16,NA,16,NA
2015Q2,S92000003,d,S08000015,Urological,NA,49,NA,49,NA
2015Q2,S92000003,d,S08000016,Breast,NA,3,NA,3,NA
2015Q2,S92000003,d,S08000016,Colorectal,NA,10,NA,10,NA
2015Q2,S92000003,d,S08000016,Head & Neck,NA,2,NA,2,NA
2015Q2,S92000003,d,S08000016,Lung,NA,8,NA,8,NA
2015Q2,S92000003,d,S08000016,Lymphoma,NA,5,NA,5,NA
2015Q2,S92000003,d,S08000016,Melanoma,NA,7,NA,7,NA
2015Q2,S92000003,d,S08000016,Ovarian,NA,4,NA,4,NA
2015Q2,S92000003,d,S08000016,Upper GI,NA,10,NA,10,NA
2015Q2,S92000003,d,S08000016,Urological,NA,8,NA,8,NA
2015Q2,S92000003,d,S08000017,Breast,NA,11,NA,11,NA
2015Q2,S92000003,d,S08000017,Colorectal,NA,15,NA,15,NA
2015Q2,S92000003,d,S08000017,Head & Neck,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000017,Lung,NA,11,NA,11,NA
2015Q2,S92000003,d,S08000017,Lymphoma,NA,4,NA,4,NA
2015Q2,S92000003,d,S08000017,Melanoma,NA,4,NA,4,NA
2015Q2,S92000003,d,S08000017,Ovarian,NA,2,NA,2,NA
2015Q2,S92000003,d,S08000017,Upper GI,NA,9,NA,9,NA
2015Q2,S92000003,d,S08000017,Urological,NA,3,NA,3,NA
2015Q2,S92000003,d,S08000019,Breast,NA,38,NA,38,NA
2015Q2,S92000003,d,S08000019,Cervical,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000019,Colorectal,NA,33,NA,32,NA
2015Q2,S92000003,d,S08000019,Head & Neck,NA,5,NA,4,NA
2015Q2,S92000003,d,S08000019,Lung,NA,27,NA,27,NA
2015Q2,S92000003,d,S08000019,Lymphoma,NA,7,NA,7,NA
2015Q2,S92000003,d,S08000019,Melanoma,NA,13,NA,12,NA
2015Q2,S92000003,d,S08000019,Ovarian,NA,3,NA,3,NA
2015Q2,S92000003,d,S08000019,Upper GI,NA,14,NA,13,NA
2015Q2,S92000003,d,S08000019,Urological,NA,37,NA,33,NA
2015Q2,S92000003,d,S08000020,Breast,NA,87,NA,82,NA
2015Q2,S92000003,d,S08000020,Cervical,NA,7,NA,2,NA
2015Q2,S92000003,d,S08000020,Colorectal,NA,50,NA,28,NA
2015Q2,S92000003,d,S08000020,Head & Neck,NA,9,NA,6,NA
2015Q2,S92000003,d,S08000020,Lung,NA,64,NA,59,NA
2015Q2,S92000003,d,S08000020,Lymphoma,NA,20,NA,19,NA
2015Q2,S92000003,d,S08000020,Melanoma,NA,12,NA,10,NA
2015Q2,S92000003,d,S08000020,Ovarian,NA,6,NA,5,NA
2015Q2,S92000003,d,S08000020,Upper GI,NA,42,NA,41,NA
2015Q2,S92000003,d,S08000020,Urological,NA,51,NA,42,NA
2015Q2,S92000003,d,S08000022,Breast,NA,49,NA,49,NA
2015Q2,S92000003,d,S08000022,Cervical,NA,2,NA,2,NA
2015Q2,S92000003,d,S08000022,Colorectal,NA,41,NA,36,NA
2015Q2,S92000003,d,S08000022,Head & Neck,NA,6,NA,4,NA
2015Q2,S92000003,d,S08000022,Lung,NA,25,NA,24,NA
2015Q2,S92000003,d,S08000022,Lymphoma,NA,5,NA,5,NA
2015Q2,S92000003,d,S08000022,Melanoma,NA,4,NA,4,NA
2015Q2,S92000003,d,S08000022,Ovarian,NA,6,NA,6,NA
2015Q2,S92000003,d,S08000022,Upper GI,NA,28,NA,26,NA
2015Q2,S92000003,d,S08000022,Urological,NA,19,NA,8,NA
2015Q2,S92000003,d,S08000024,Breast,NA,194,NA,192,NA
2015Q2,S92000003,d,S08000024,Cervical,NA,8,NA,8,NA
2015Q2,S92000003,d,S08000024,Colorectal,NA,63,NA,55,NA
2015Q2,S92000003,d,S08000024,Head & Neck,NA,21,NA,18,NA
2015Q2,S92000003,d,S08000024,Lung,NA,70,NA,63,NA
2015Q2,S92000003,d,S08000024,Lymphoma,NA,20,NA,18,NA
2015Q2,S92000003,d,S08000024,Melanoma,NA,19,NA,18,NA
2015Q2,S92000003,d,S08000024,Ovarian,NA,11,NA,11,NA
2015Q2,S92000003,d,S08000024,Upper GI,NA,40,NA,36,NA
2015Q2,S92000003,d,S08000024,Urological,NA,94,NA,79,NA
2015Q2,S92000003,d,S08000025,Colorectal,NA,2,NA,2,NA
2015Q2,S92000003,d,S08000025,Lymphoma,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000025,Upper GI,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000026,Breast,NA,4,NA,4,NA
2015Q2,S92000003,d,S08000026,Melanoma,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000026,Ovarian,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000026,Upper GI,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000028,Breast,NA,2,NA,2,NA
2015Q2,S92000003,d,S08000028,Head & Neck,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000028,Lung,NA,3,NA,3,NA
2015Q2,S92000003,d,S08000028,Melanoma,NA,2,NA,2,NA
2015Q2,S92000003,d,S08000028,Upper GI,NA,3,NA,3,NA
2015Q2,S92000003,d,S08000028,Urological,NA,2,NA,1,NA
2015Q2,S92000003,d,S08000029,Breast,NA,27,NA,27,NA
2015Q2,S92000003,d,S08000029,Cervical,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000029,Colorectal,NA,26,NA,26,NA
2015Q2,S92000003,d,S08000029,Head & Neck,NA,3,NA,3,NA
2015Q2,S92000003,d,S08000029,Lung,NA,31,NA,31,NA
2015Q2,S92000003,d,S08000029,Lymphoma,NA,7,NA,7,NA
2015Q2,S92000003,d,S08000029,Melanoma,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000029,Ovarian,NA,4,NA,4,NA
2015Q2,S92000003,d,S08000029,Upper GI,NA,11,NA,11,NA
2015Q2,S92000003,d,S08000029,Urological,NA,33,NA,28,NA
2015Q2,S92000003,d,S08000030,Breast,NA,66,NA,66,NA
2015Q2,S92000003,d,S08000030,Cervical,NA,4,NA,4,NA
2015Q2,S92000003,d,S08000030,Colorectal,NA,25,NA,22,NA
2015Q2,S92000003,d,S08000030,Head & Neck,NA,7,NA,5,NA
2015Q2,S92000003,d,S08000030,Lung,NA,44,NA,42,NA
2015Q2,S92000003,d,S08000030,Lymphoma,NA,1,NA,1,NA
2015Q2,S92000003,d,S08000030,Melanoma,NA,25,NA,21,NA
2015Q2,S92000003,d,S08000030,Ovarian,NA,2,NA,1,NA
2015Q2,S92000003,d,S08000030,Upper GI,NA,27,NA,27,NA
2015Q2,S92000003,d,S08000030,Urological,NA,31,NA,26,NA
2015Q2,S92000003,d,S08000031,Breast,NA,200,NA,189,NA
2015Q2,S92000003,d,S08000031,Cervical,NA,11,NA,11,NA
2015Q2,S92000003,d,S08000031,Colorectal,NA,114,NA,99,NA
2015Q2,S92000003,d,S08000031,Head & Neck,NA,55,NA,47,NA
2015Q2,S92000003,d,S08000031,Lung,NA,173,NA,160,NA
2015Q2,S92000003,d,S08000031,Lymphoma,NA,22,NA,21,NA
2015Q2,S92000003,d,S08000031,Melanoma,NA,42,NA,41,NA
2015Q2,S92000003,d,S08000031,Ovarian,NA,25,NA,25,NA
2015Q2,S92000003,d,S08000031,Upper GI,NA,88,NA,75,NA
2015Q2,S92000003,d,S08000031,Urological,NA,99,NA,75,NA
2015Q2,S92000003,d,S08000032,Breast,NA,53,NA,53,NA
2015Q2,S92000003,d,S08000032,Cervical,NA,3,NA,3,NA
2015Q2,S92000003,d,S08000032,Colorectal,NA,45,NA,43,NA
2015Q2,S92000003,d,S08000032,Head & Neck,NA,11,NA,11,NA
2015Q2,S92000003,d,S08000032,Lung,NA,37,NA,37,NA
2015Q2,S92000003,d,S08000032,Lymphoma,NA,10,NA,10,NA
2015Q2,S92000003,d,S08000032,Melanoma,NA,14,NA,14,NA
2015Q2,S92000003,d,S08000032,Ovarian,NA,2,NA,2,NA
2015Q2,S92000003,d,S08000032,Upper GI,NA,23,NA,23,NA
2015Q2,S92000003,d,S08000032,Urological,NA,29,NA,27,NA
2015Q2,S92000003,d,SB0801,Lung,NA,44,NA,42,NA
2015Q3,S92000003,d,S08000015,Breast,NA,60,NA,59,NA
2015Q3,S92000003,d,S08000015,Colorectal,NA,29,NA,28,NA
2015Q3,S92000003,d,S08000015,Head & Neck,NA,6,NA,6,NA
2015Q3,S92000003,d,S08000015,Lung,NA,35,NA,35,NA
2015Q3,S92000003,d,S08000015,Lymphoma,NA,7,NA,6,NA
2015Q3,S92000003,d,S08000015,Melanoma,NA,12,NA,12,NA
2015Q3,S92000003,d,S08000015,Ovarian,NA,4,NA,4,NA
2015Q3,S92000003,d,S08000015,Upper GI,NA,25,NA,24,NA
2015Q3,S92000003,d,S08000015,Urological,NA,25,NA,22,NA
2015Q3,S92000003,d,S08000016,Breast,NA,13,NA,13,NA
2015Q3,S92000003,d,S08000016,Colorectal,NA,10,NA,10,NA
2015Q3,S92000003,d,S08000016,Head & Neck,NA,2,NA,2,NA
2015Q3,S92000003,d,S08000016,Lung,NA,12,NA,12,NA
2015Q3,S92000003,d,S08000016,Lymphoma,NA,4,NA,4,NA
2015Q3,S92000003,d,S08000016,Melanoma,NA,3,NA,3,NA
2015Q3,S92000003,d,S08000016,Ovarian,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000016,Upper GI,NA,6,NA,6,NA
2015Q3,S92000003,d,S08000016,Urological,NA,4,NA,4,NA
2015Q3,S92000003,d,S08000017,Breast,NA,21,NA,21,NA
2015Q3,S92000003,d,S08000017,Cervical,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000017,Colorectal,NA,13,NA,11,NA
2015Q3,S92000003,d,S08000017,Head & Neck,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000017,Lung,NA,16,NA,16,NA
2015Q3,S92000003,d,S08000017,Lymphoma,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000017,Melanoma,NA,2,NA,2,NA
2015Q3,S92000003,d,S08000017,Upper GI,NA,10,NA,10,NA
2015Q3,S92000003,d,S08000017,Urological,NA,16,NA,16,NA
2015Q3,S92000003,d,S08000019,Breast,NA,28,NA,28,NA
2015Q3,S92000003,d,S08000019,Colorectal,NA,22,NA,22,NA
2015Q3,S92000003,d,S08000019,Head & Neck,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000019,Lung,NA,13,NA,13,NA
2015Q3,S92000003,d,S08000019,Lymphoma,NA,7,NA,7,NA
2015Q3,S92000003,d,S08000019,Melanoma,NA,7,NA,7,NA
2015Q3,S92000003,d,S08000019,Upper GI,NA,16,NA,16,NA
2015Q3,S92000003,d,S08000019,Urological,NA,46,NA,43,NA
2015Q3,S92000003,d,S08000020,Breast,NA,106,NA,99,NA
2015Q3,S92000003,d,S08000020,Cervical,NA,5,NA,3,NA
2015Q3,S92000003,d,S08000020,Colorectal,NA,51,NA,29,NA
2015Q3,S92000003,d,S08000020,Head & Neck,NA,14,NA,8,NA
2015Q3,S92000003,d,S08000020,Lung,NA,65,NA,59,NA
2015Q3,S92000003,d,S08000020,Lymphoma,NA,14,NA,11,NA
2015Q3,S92000003,d,S08000020,Melanoma,NA,7,NA,7,NA
2015Q3,S92000003,d,S08000020,Ovarian,NA,9,NA,9,NA
2015Q3,S92000003,d,S08000020,Upper GI,NA,37,NA,36,NA
2015Q3,S92000003,d,S08000020,Urological,NA,52,NA,45,NA
2015Q3,S92000003,d,S08000022,Breast,NA,62,NA,62,NA
2015Q3,S92000003,d,S08000022,Cervical,NA,2,NA,2,NA
2015Q3,S92000003,d,S08000022,Colorectal,NA,34,NA,27,NA
2015Q3,S92000003,d,S08000022,Head & Neck,NA,6,NA,5,NA
2015Q3,S92000003,d,S08000022,Lung,NA,31,NA,27,NA
2015Q3,S92000003,d,S08000022,Lymphoma,NA,6,NA,6,NA
2015Q3,S92000003,d,S08000022,Melanoma,NA,8,NA,7,NA
2015Q3,S92000003,d,S08000022,Ovarian,NA,3,NA,3,NA
2015Q3,S92000003,d,S08000022,Upper GI,NA,21,NA,21,NA
2015Q3,S92000003,d,S08000022,Urological,NA,26,NA,15,NA
2015Q3,S92000003,d,S08000024,Breast,NA,203,NA,203,NA
2015Q3,S92000003,d,S08000024,Cervical,NA,5,NA,5,NA
2015Q3,S92000003,d,S08000024,Colorectal,NA,59,NA,53,NA
2015Q3,S92000003,d,S08000024,Head & Neck,NA,16,NA,14,NA
2015Q3,S92000003,d,S08000024,Lung,NA,83,NA,77,NA
2015Q3,S92000003,d,S08000024,Lymphoma,NA,17,NA,15,NA
2015Q3,S92000003,d,S08000024,Melanoma,NA,16,NA,15,NA
2015Q3,S92000003,d,S08000024,Ovarian,NA,5,NA,4,NA
2015Q3,S92000003,d,S08000024,Upper GI,NA,50,NA,47,NA
2015Q3,S92000003,d,S08000024,Urological,NA,82,NA,64,NA
2015Q3,S92000003,d,S08000025,Breast,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000025,Colorectal,NA,2,NA,1,NA
2015Q3,S92000003,d,S08000025,Lung,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000025,Upper GI,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000025,Urological,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000026,Breast,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000026,Colorectal,NA,4,NA,4,NA
2015Q3,S92000003,d,S08000026,Upper GI,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000026,Urological,NA,2,NA,2,NA
2015Q3,S92000003,d,S08000028,Breast,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000028,Colorectal,NA,5,NA,5,NA
2015Q3,S92000003,d,S08000028,Melanoma,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000028,Upper GI,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000028,Urological,NA,2,NA,0,NA
2015Q3,S92000003,d,S08000029,Breast,NA,27,NA,26,NA
2015Q3,S92000003,d,S08000029,Colorectal,NA,26,NA,25,NA
2015Q3,S92000003,d,S08000029,Head & Neck,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000029,Lung,NA,31,NA,29,NA
2015Q3,S92000003,d,S08000029,Lymphoma,NA,5,NA,5,NA
2015Q3,S92000003,d,S08000029,Melanoma,NA,5,NA,5,NA
2015Q3,S92000003,d,S08000029,Ovarian,NA,9,NA,9,NA
2015Q3,S92000003,d,S08000029,Upper GI,NA,15,NA,15,NA
2015Q3,S92000003,d,S08000029,Urological,NA,39,NA,35,NA
2015Q3,S92000003,d,S08000030,Breast,NA,80,NA,76,NA
2015Q3,S92000003,d,S08000030,Cervical,NA,2,NA,2,NA
2015Q3,S92000003,d,S08000030,Colorectal,NA,45,NA,32,NA
2015Q3,S92000003,d,S08000030,Head & Neck,NA,3,NA,1,NA
2015Q3,S92000003,d,S08000030,Lung,NA,46,NA,41,NA
2015Q3,S92000003,d,S08000030,Lymphoma,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000030,Melanoma,NA,25,NA,22,NA
2015Q3,S92000003,d,S08000030,Ovarian,NA,2,NA,2,NA
2015Q3,S92000003,d,S08000030,Upper GI,NA,30,NA,30,NA
2015Q3,S92000003,d,S08000030,Urological,NA,33,NA,23,NA
2015Q3,S92000003,d,S08000031,Breast,NA,242,NA,232,NA
2015Q3,S92000003,d,S08000031,Cervical,NA,13,NA,11,NA
2015Q3,S92000003,d,S08000031,Colorectal,NA,93,NA,81,NA
2015Q3,S92000003,d,S08000031,Head & Neck,NA,60,NA,43,NA
2015Q3,S92000003,d,S08000031,Lung,NA,165,NA,150,NA
2015Q3,S92000003,d,S08000031,Lymphoma,NA,22,NA,21,NA
2015Q3,S92000003,d,S08000031,Melanoma,NA,45,NA,45,NA
2015Q3,S92000003,d,S08000031,Ovarian,NA,25,NA,23,NA
2015Q3,S92000003,d,S08000031,Upper GI,NA,97,NA,77,NA
2015Q3,S92000003,d,S08000031,Urological,NA,110,NA,69,NA
2015Q3,S92000003,d,S08000032,Breast,NA,64,NA,64,NA
2015Q3,S92000003,d,S08000032,Cervical,NA,5,NA,5,NA
2015Q3,S92000003,d,S08000032,Colorectal,NA,45,NA,42,NA
2015Q3,S92000003,d,S08000032,Head & Neck,NA,7,NA,7,NA
2015Q3,S92000003,d,S08000032,Lung,NA,38,NA,38,NA
2015Q3,S92000003,d,S08000032,Lymphoma,NA,8,NA,8,NA
2015Q3,S92000003,d,S08000032,Melanoma,NA,9,NA,8,NA
2015Q3,S92000003,d,S08000032,Ovarian,NA,1,NA,1,NA
2015Q3,S92000003,d,S08000032,Upper GI,NA,21,NA,21,NA
2015Q3,S92000003,d,S08000032,Urological,NA,40,NA,36,NA
2015Q3,S92000003,d,SB0801,Colorectal,NA,1,NA,1,NA
2015Q3,S92000003,d,SB0801,Lung,NA,41,NA,35,NA
2015Q4,S92000003,d,S08000015,Breast,NA,83,NA,80,NA
2015Q4,S92000003,d,S08000015,Cervical,NA,2,NA,2,NA
2015Q4,S92000003,d,S08000015,Colorectal,NA,36,NA,35,NA
2015Q4,S92000003,d,S08000015,Head & Neck,NA,5,NA,5,NA
2015Q4,S92000003,d,S08000015,Lung,NA,23,NA,23,NA
2015Q4,S92000003,d,S08000015,Lymphoma,NA,6,NA,5,NA
2015Q4,S92000003,d,S08000015,Melanoma,NA,6,NA,6,NA
2015Q4,S92000003,d,S08000015,Ovarian,NA,6,NA,5,NA
2015Q4,S92000003,d,S08000015,Upper GI,NA,25,NA,24,NA
2015Q4,S92000003,d,S08000015,Urological,NA,35,NA,32,NA
2015Q4,S92000003,d,S08000016,Breast,NA,8,NA,8,NA
2015Q4,S92000003,d,S08000016,Cervical,NA,1,NA,1,NA
2015Q4,S92000003,d,S08000016,Colorectal,NA,8,NA,8,NA
2015Q4,S92000003,d,S08000016,Head & Neck,NA,2,NA,2,NA
2015Q4,S92000003,d,S08000016,Lung,NA,7,NA,7,NA
2015Q4,S92000003,d,S08000016,Lymphoma,NA,4,NA,4,NA
2015Q4,S92000003,d,S08000016,Melanoma,NA,6,NA,6,NA
